20;16;15;10;7;4;4;3;-1;-1;-3;-3;-1;-3;-7;-6;-11;-11;-12;-15;-12;-16;-19;-17;-21
18;14;13;9;6;3;3;2;-1;-2;-3;-3;-3;-5;-8;-8;-10;-12;-13;-15;-14;-16;-19;-18;-21
15;12;10;7;5;3;2;1;-1;-3;-3;-3;-5;-6;-8;-9;-10;-12;-14;-15;-16;-17;-18;-19;-21
14;12;10;7;4;3;1;1;-1;-3;-3;-4;-6;-7;-8;-9;-10;-13;-14;-15;-17;-17;-18;-20;-21
14;11;9;7;4;3;1;1;-1;-3;-3;-4;-7;-7;-8;-10;-10;-13;-14;-15;-17;-17;-18;-20;-21
12;10;8;6;3;2;0;1;-1;-4;-2;-4;-8;-8;-8;-10;-10;-13;-15;-14;-18;-18;-18;-20;-21
