21;17;16;11;8;4;5;3;-1;-1;-4;-3;1;-2;-7;-6;-11;-11;-11;-15;-11;-15;-19;-16;-21
18;15;13;9;6;3;3;2;-1;-2;-3;-3;-2;-4;-8;-7;-11;-11;-13;-15;-13;-16;-19;-18;-21
15;12;11;7;5;3;2;1;-1;-3;-3;-4;-5;-6;-8;-9;-10;-12;-14;-15;-16;-17;-18;-19;-21
13;11;9;6;4;3;1;1;-1;-4;-3;-4;-7;-8;-8;-10;-10;-13;-14;-15;-17;-18;-18;-20;-21
13;10;8;6;4;2;1;1;-1;-4;-2;-4;-8;-8;-8;-10;-10;-13;-15;-15;-18;-18;-18;-20;-21
11;9;6;5;3;2;0;0;-1;-5;-2;-4;-10;-9;-8;-11;-10;-14;-16;-14;-20;-18;-18;-21;-21
