-7;-6;20;19;16;18;16;15;20;11;12;13;6;4;0;5;7;-4;-5;-10;-5;-14;-9;-17;-19;-21
-9;-6;20;19;17;18;17;15;18;12;13;12;7;5;1;4;4;-3;-4;-10;-7;-12;-11;-16;-19;-20
-10;-7;20;19;18;19;17;16;15;13;13;9;8;6;2;2;0;-3;-3;-9;-11;-11;-14;-15;-19;-19
-11;-7;21;19;19;19;18;17;13;14;13;8;10;8;3;1;-1;-3;-2;-9;-12;-10;-15;-14;-19;-18
-11;-7;21;19;20;19;18;17;13;15;13;8;10;8;4;1;-2;-3;-2;-9;-13;-9;-16;-13;-19;-17
-12;-7;21;19;21;20;18;18;11;16;14;7;11;10;5;0;-4;-2;-1;-9;-15;-8;-17;-12;-18;-16
